mut_1,mut_2,count,gene_name_1,gene_name_2,amenable_1,amenable_2,both_amenable,mouse_variant_1,mouse_variant_2,both_mouse
AACR-H0000145-M01,AACR-H0001104-M01,57,GATA2,TP53,True,True,True,True,True,True
AACR-H0000920-M01,AACR-H0000250-M01,57,KIT,PTEN,False,False,False,True,,False
AACR-H0000345-M01,AACR-H0000359-M01,57,PDGFRA,IDH2,False,True,False,,True,False
AACR-H0000600-M01,AACR-H0000354-M01,57,NPM1,RAD21,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000368-M01,57,SF3B1,KIT,True,True,True,True,True,True
AACR-H0000643-M01,AACR-H0000273-M01,57,WT1,JAK3,True,False,False,True,,False
AACR-H0000393-M01,AACR-H0000359-M01,57,JAK2,IDH2,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000339-M01,57,JAK2,JAK3,False,True,False,,True,False
AACR-H0000940-M01,AACR-H0000198-M01,57,KRAS,RUNX1,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0001104-M01,57,CBLB,TP53,True,True,True,True,True,True
AACR-H0000640-M01,AACR-H0000273-M01,57,WT1,JAK3,False,False,False,,,False
AACR-H0000012-M01,AACR-H0000007-M01,57,KRAS,TP53,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0001109-M01,57,CBLB,TP53,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0001109-M01,57,GATA2,TP53,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0001359-M01,56,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000123-M01,56,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000132-M01,56,NOTCH1,RUNX1,True,False,False,True,,False
AACR-H0000008-M01,AACR-H0000004-M01,56,PIK3CA,PIK3CA,True,True,True,True,True,True
AACR-H0000041-M01,AACR-H0000033-M01,56,APC,APC,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0001109-M01,56,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000168-M01,56,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000250-M01,56,NPM1,PTEN,True,False,False,True,,False
AACR-H0000180-M01,AACR-H0001359-M01,56,NOTCH1,NOTCH1,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0001104-M01,56,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001359-M01,56,PDGFRA,NOTCH1,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000166-M01,56,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000118-M01,56,NOTCH1,SRSF2,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000325-M01,56,GATA2,CBL,True,False,False,True,,False
AACR-H0001113-M01,AACR-H0001384-M01,56,GNAS,GNAS,True,True,True,True,True,True
AACR-H0000004-M01,AACR-H0000012-M01,56,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000002-M01,AACR-H0000011-M01,56,KRAS,TP53,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000940-M01,56,NPM1,KRAS,False,True,False,,True,False
AACR-H0000124-M01,AACR-H0001359-M01,56,CBLB,NOTCH1,False,True,False,,True,False
AACR-H0000145-M01,AACR-H0001204-M01,56,GATA2,SMC3,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0001217-M01,56,GATA2,SMC3,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0001216-M01,56,GATA2,SMC3,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0001204-M01,55,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000537-M01,AACR-H0000339-M01,55,SETBP1,JAK3,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0001217-M01,55,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000546-M01,AACR-H0001270-M01,55,TET2,TET2,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0001216-M01,55,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000546-M01,AACR-H0001421-M01,55,TET2,TET2,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0001359-M01,55,CUX1,NOTCH1,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0001204-M01,55,CUX1,SMC3,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0001216-M01,55,CUX1,SMC3,False,True,False,,True,False
AACR-H0001217-M01,AACR-H0000136-M01,55,SMC3,FLT3,True,True,True,True,True,True
AACR-H0001216-M01,AACR-H0000136-M01,55,SMC3,FLT3,True,True,True,True,True,True
AACR-H0000142-M01,AACR-H0001217-M01,55,CUX1,SMC3,False,True,False,,True,False
AACR-H0000133-M01,AACR-H0001359-M01,55,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000325-M01,AACR-H0000573-M01,55,CBL,KRAS,False,False,False,,,False
AACR-H0000537-M01,AACR-H0000336-M01,55,SETBP1,JAK3,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0001359-M01,55,CBLB,NOTCH1,False,True,False,,True,False
AACR-H0000166-M01,AACR-H0001104-M01,55,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000178-M01,55,NOTCH1,NOTCH1,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0001109-M01,55,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0001104-M01,55,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0000136-M01,55,SMC3,FLT3,True,True,True,True,True,True
AACR-H0000015-M01,AACR-H0000053-M01,55,EGFR,EGFR,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000325-M01,55,NPM1,CBL,True,False,False,True,,False
AACR-H0001102-M01,AACR-H0000172-M01,55,CSF3R,CBLB,False,True,False,,True,False
AACR-H0000166-M01,AACR-H0001109-M01,55,NOTCH1,TP53,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0001359-M01,54,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0001423-M01,AACR-H0001451-M01,54,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0001423-M01,AACR-H0001440-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001423-M01,AACR-H0001462-M01,54,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0001423-M01,AACR-H0001429-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001111-M01,AACR-H0000767-M01,54,PKHD1,PKHD1,False,True,False,,True,False
AACR-H0000640-M01,AACR-H0000339-M01,54,WT1,JAK3,False,True,False,,True,False
AACR-H0000643-M01,AACR-H0000339-M01,54,WT1,JAK3,True,True,True,True,True,True
AACR-H0000643-M01,AACR-H0000336-M01,54,WT1,JAK3,True,True,True,True,True,True
AACR-H0000001-M01,AACR-H0000041-M01,54,KRAS,APC,True,True,True,True,True,True
AACR-H0001462-M01,AACR-H0001440-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001462-M01,AACR-H0001429-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001421-M01,AACR-H0001270-M01,54,TET2,TET2,True,True,True,True,True,True
AACR-H0000640-M01,AACR-H0000336-M01,54,WT1,JAK3,False,True,False,,True,False
AACR-H0001462-M01,AACR-H0001451-M01,54,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000537-M01,54,RAD21,SETBP1,True,False,False,True,,False
AACR-H0000180-M01,AACR-H0001216-M01,54,NOTCH1,SMC3,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0001217-M01,54,CBLB,SMC3,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000180-M01,54,CSF3R,NOTCH1,False,False,False,,,False
AACR-H0001451-M01,AACR-H0001429-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001451-M01,AACR-H0001440-M01,54,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0001216-M01,54,CBLB,SMC3,True,True,True,True,True,True
AACR-H0000600-M01,AACR-H0000273-M01,54,NPM1,JAK3,True,False,False,True,,False
AACR-H0001429-M01,AACR-H0001440-M01,54,PDE4DIP,PDE4DIP,False,False,False,,,False
AACR-H0000180-M01,AACR-H0001104-M01,54,NOTCH1,TP53,False,True,False,,True,False
AACR-H0000180-M01,AACR-H0001109-M01,54,NOTCH1,TP53,False,True,False,,True,False
AACR-H0000180-M01,AACR-H0001204-M01,54,NOTCH1,SMC3,False,True,False,,True,False
AACR-H0000345-M01,AACR-H0000368-M01,54,PDGFRA,KIT,False,True,False,,True,False
AACR-H0000180-M01,AACR-H0001217-M01,54,NOTCH1,SMC3,False,True,False,,True,False
AACR-H0000005-M01,AACR-H0000012-M01,54,PIK3CA,KRAS,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0001204-M01,54,CBLB,SMC3,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000136-M01,54,NOTCH1,FLT3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000537-M01,54,SF3B1,SETBP1,True,False,False,True,,False
AACR-H0000614-M01,AACR-H0000345-M01,54,GATA2,PDGFRA,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000600-M01,54,CSF3R,NPM1,False,True,False,,True,False
AACR-H0000940-M01,AACR-H0000226-M01,53,KRAS,ZRSR2,True,False,False,True,True,True
AACR-H0001481-M01,AACR-H0000166-M01,53,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0001427-M01,AACR-H0001440-M01,53,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001427-M01,AACR-H0001423-M01,53,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000132-M01,53,NOTCH1,RUNX1,True,False,False,True,,False
AACR-H0001481-M01,AACR-H0000123-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0001427-M01,AACR-H0001462-M01,53,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0001427-M01,AACR-H0001429-M01,53,PDE4DIP,PDE4DIP,True,False,False,True,,False
AACR-H0001427-M01,AACR-H0001451-M01,53,PDE4DIP,PDE4DIP,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000118-M01,53,NOTCH1,SRSF2,True,True,True,True,True,True
AACR-H0001463-M01,AACR-H0001475-M01,53,MARK1,MARK1,True,True,True,True,True,True
AACR-H0000325-M01,AACR-H0000537-M01,53,CBL,SETBP1,False,False,False,,,False
AACR-H0000158-M01,AACR-H0001481-M01,53,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0001359-M01,AACR-H0000137-M01,53,NOTCH1,SRSF2,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0001204-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000614-M01,53,SF3B1,GATA2,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000168-M01,53,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0000166-M01,AACR-H0001217-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0001259-M01,AACR-H0001488-M01,53,SMO,SMO,True,True,True,True,True,True
AACR-H0000064-M01,AACR-H0000056-M01,53,PTEN,BCOR,True,True,True,True,True,True
AACR-H0000166-M01,AACR-H0001216-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000166-M01,AACR-H0001204-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0001481-M01,53,PDGFRA,NOTCH1,True,True,True,True,True,True
AACR-H0000920-M01,AACR-H0000238-M01,53,KIT,NPM1,False,False,False,True,,False
AACR-H0001359-M01,AACR-H0001481-M01,53,NOTCH1,NOTCH1,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0001216-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0001481-M01,53,NOTCH1,NOTCH1,False,True,False,,True,False
AACR-H0000614-M01,AACR-H0000325-M01,53,GATA2,CBL,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0001217-M01,53,NOTCH1,SMC3,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000940-M01,53,CUX1,KRAS,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0001481-M01,53,CBLB,NOTCH1,False,True,False,,True,False
AACR-H0000018-M01,AACR-H0000059-M01,53,JAK2,SRSF2,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0001481-M01,53,CBLB,NOTCH1,False,True,False,,True,False
AACR-H0000007-M01,AACR-H0000003-M01,53,TP53,BRAF,True,True,True,True,True,True
AACR-H0000970-M01,AACR-H0000967-M01,53,CREBBP,CREBBP,True,True,True,True,True,True
AACR-H0001472-M01,AACR-H0001508-M01,52,BCR,BCR,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000614-M01,52,CSF3R,GATA2,False,True,False,,True,False
AACR-H0000002-M01,AACR-H0000025-M01,52,KRAS,TP53,True,True,True,True,True,True
AACR-H0000970-M01,AACR-H0001075-M01,52,CREBBP,CREBBP,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000178-M01,52,NOTCH1,NOTCH1,True,False,False,True,,False
AACR-H0000920-M01,AACR-H0000226-M01,52,KIT,ZRSR2,False,False,False,True,True,True
AACR-H0000133-M01,AACR-H0001481-M01,52,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000142-M01,AACR-H0001481-M01,52,CUX1,NOTCH1,False,True,False,,True,False
AACR-H0000640-M01,AACR-H0000359-M01,52,WT1,IDH2,False,True,False,,True,False
AACR-H0000414-M01,AACR-H0001504-M01,52,SYNE1,SYNE1,False,True,False,,True,False
AACR-H0000573-M01,AACR-H0000339-M01,51,KRAS,JAK3,False,True,False,,True,False
AACR-H0001206-M01,AACR-H0001578-M01,51,ZNF217,ZNF217,False,True,False,,True,False
AACR-H0000185-M01,AACR-H0001109-M01,51,CSF3R,TP53,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0001359-M01,51,CSF3R,NOTCH1,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0001481-M01,51,GATA2,NOTCH1,True,True,True,True,True,True
AACR-H0001578-M01,AACR-H0001287-M01,51,ZNF217,ZNF217,True,False,False,True,,False
AACR-H0000573-M01,AACR-H0000336-M01,51,KRAS,JAK3,False,True,False,,True,False
AACR-H0000643-M01,AACR-H0000359-M01,51,WT1,IDH2,True,True,True,True,True,True
AACR-H0001104-M01,AACR-H0000203-M01,51,TP53,SETBP1,True,False,False,True,,False
AACR-H0001106-M01,AACR-H0001578-M01,51,ZNF217,ZNF217,False,True,False,,True,False
AACR-H0000920-M01,AACR-H0000359-M01,51,KIT,IDH2,False,True,False,True,True,True
AACR-H0001470-M01,AACR-H0001575-M01,51,NUP214,NUP214,False,True,False,,True,False
AACR-H0000393-M01,AACR-H0000573-M01,51,JAK2,KRAS,False,False,False,,,False
AACR-H0001109-M01,AACR-H0000203-M01,51,TP53,SETBP1,True,False,False,True,,False
AACR-H0001102-M01,AACR-H0000215-M01,51,CSF3R,NOTCH1,False,False,False,,True,False
AACR-H0000185-M01,AACR-H0001104-M01,51,CSF3R,TP53,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000136-M01,51,NOTCH1,FLT3,True,True,True,True,True,True
AACR-H0001481-M01,AACR-H0000137-M01,51,NOTCH1,SRSF2,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000600-M01,51,PDGFRA,NPM1,False,True,False,,True,False
AACR-H0000579-M01,AACR-H0000336-M01,51,PDGFRA,JAK3,False,True,False,,True,False
AACR-H0001590-M01,AACR-H0001588-M01,50,ACTG1,ACTG1,True,True,True,True,True,True
AACR-H0001204-M01,AACR-H0000203-M01,50,SMC3,SETBP1,True,False,False,True,,False
AACR-H0001261-M01,AACR-H0001588-M01,50,ACTG1,ACTG1,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000339-M01,50,PDGFRA,JAK3,False,True,False,,True,False
AACR-H0000579-M01,AACR-H0000325-M01,50,PDGFRA,CBL,False,False,False,,,False
AACR-H0001265-M01,AACR-H0001588-M01,50,ACTG1,ACTG1,False,True,False,,True,False
AACR-H0000316-M01,AACR-H0000586-M01,50,SF3B1,GATA2,True,True,True,True,True,True
AACR-H0000005-M01,AACR-H0000007-M01,50,PIK3CA,TP53,True,True,True,True,True,True
AACR-H0001261-M01,AACR-H0001590-M01,50,ACTG1,ACTG1,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000640-M01,50,JAK2,WT1,False,False,False,,,False
AACR-H0000147-M01,AACR-H0001359-M01,50,NRAS,NOTCH1,True,True,True,True,True,True
AACR-H0001597-M01,AACR-H0001623-M01,50,TRIP11,TRIP11,True,True,True,True,True,True
AACR-H0001102-M01,AACR-H0000198-M01,50,CSF3R,RUNX1,False,False,False,,,False
AACR-H0000215-M01,AACR-H0000940-M01,50,NOTCH1,KRAS,False,True,False,True,True,True
AACR-H0001265-M01,AACR-H0001590-M01,50,ACTG1,ACTG1,False,True,False,,True,False
AACR-H0001269-M01,AACR-H0001588-M01,50,ACTG1,ACTG1,True,True,True,True,True,True
AACR-H0001607-M01,AACR-H0001283-M01,50,NCOR2,NCOR2,False,False,False,,,False
AACR-H0001217-M01,AACR-H0000203-M01,50,SMC3,SETBP1,True,False,False,True,,False
AACR-H0001216-M01,AACR-H0000203-M01,50,SMC3,SETBP1,True,False,False,True,,False
AACR-H0000614-M01,AACR-H0000273-M01,50,GATA2,JAK3,True,False,False,True,,False
AACR-H0001269-M01,AACR-H0001590-M01,50,ACTG1,ACTG1,True,True,True,True,True,True
